,T_0,T_1,T_2,T_2.5,T_3,T_3.5,T_4,T_5,Urysohn,Semireg,Regular,Comp.reg,Normal,Comp.Nor,Perf.Norm,Compact,sig-comp,Lindelof,countcomp,seq-comp,wkcntcmpt,pseudoco,locllycomp,stlocllyco,sigloccomp,separable,2nd count,1st count,CCC,paracomp,metacomp,cntparaco,cntmetaco,fully norm,fully T_4,connected,path-conn,arc-conn,hyperconn,ultraconn,locallycon,lclpathcon,lclarcconn,biconnect,has disp-pt,totpathdisc,totdisconn,totseparat,extremdisc,0-d,scattered,discrete,metrizable,sig-lcl-f-b,top.cmplte,2nd categ,countable,card <c,card = c,card<=2^c,strngconn
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,1,1,0
117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,1,1,0
120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
121,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,na,0,1,1,0,1,1
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,0,1,1,0
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,1,1,,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,,,1,,,0,,0,0,1,0,0,0,0,,0,0,,,1,0,0,0,0,0,0,0,,na,,1,1,0,1,1
126,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,,,0,,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,na,0,1,1,0,1,1
127,1,1,1,1,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,1,1,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,na,0,1,1,0,1,0
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,0,0,0,,,,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1,1,,,0,0,1,1,0
129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,0,0,0,,,,1,1,1,1,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,,,0,0,1,1,0
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,0,0,,0,0,,,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,1,1,1,1,,,1,1,1,1,1,,,0,0,,,,1,0,,0,0,0,0,0,0,1,1,,,0,0,,1,0
133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,1,1,1,1,1,,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,1,1,,,0,0,1,1,0
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0
140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,na,1,0,0,1,1,0
142,1,1,1,1,1,1,1,,1,1,1,1,1,,,0,0,0,,,,,,,0,,0,,,0,,,,0,0,,,,0,0,,,,,,,,,,,,,0,0,na,1,0,0,0,0,0
143,1,1,1,1,1,1,1,,1,1,1,1,1,,,0,0,0,0,0,0,0,,,0,0,0,,,0,,1,1,0,0,,,,0,0,,,,,,,,,,,,,0,0,na,,0,0,0,0,0
